"Timestamp","Username","Total score","Document","Document [Score]","Document [Feedback]","Token","Token [Score]","Token [Feedback]","Guessed name","Guessed name [Score]","Guessed name [Feedback]","Guessed characteristics","Guessed characteristics [Score]","Guessed characteristics [Feedback]"
"2019/06/07 4:00:32 pm EET","student2","0.00 / 2","student2-2019-03-29-question-338.html","-- / 0","","_SU_ _CHOOC_","-- / 0","","New York","-- / 1","","","-- / 1",""
"2019/06/07 4:02:39 pm EET","student2","0.00 / 2","student2-2019-03-29-question-034.html","-- / 0","","_GEAN17_ _XIE5_","-- / 0","","NA","-- / 1","","either a geographical entity or the name of a person","-- / 1",""
"2019/06/07 4:05:18 pm EET","student2","0.00 / 2","student2-2019-03-29-question-073.html","-- / 0","","_DUK76_ _XO71_","-- / 0","","Robert Mugabe","-- / 1","","","-- / 1",""
"2019/06/07 4:07:13 pm EET","student2","0.00 / 2","student2-2019-03-29-question-028.html","-- / 0","","_MEA44_","-- / 0","","Linda Walker","-- / 1","","","-- / 1",""
"2019/06/07 4:08:12 pm EET","student2","0.00 / 2","student2-2019-03-29-question-332.html","-- / 0","","_XO_","-- / 0","","NA","-- / 1","","the reporter's name","-- / 1",""
"2019/06/07 4:10:13 pm EET","student2","0.00 / 2","student2-2019-03-29-question-295.html","-- / 0","","_CHEE11_","-- / 0","","NA","-- / 1","","a girl's name","-- / 1",""
"2019/06/07 4:11:46 pm EET","student2","0.00 / 2","student2-2019-03-29-question-078.html","-- / 0","","_DUK76_ _MO43_","-- / 0","","President Clinton","-- / 1","","","-- / 1",""
"2019/06/07 4:14:17 pm EET","student2","0.00 / 2","student2-2019-03-29-question-237.html","-- / 0","","_JEG5_ _TRA_","-- / 0","","NA","-- / 1","","a part of China, perhaps Soutern or Eastern China","-- / 1",""
"2019/06/07 4:17:43 pm EET","student2","0.00 / 2","student2-2019-03-29-question-258.html","-- / 0","","_SEENG_ _TEE_","-- / 0","","North Korea","-- / 1","","","-- / 1",""
"2019/06/07 4:19:23 pm EET","student2","0.00 / 2","student2-2019-03-29-question-332.html","-- / 0","","_NYT75_","-- / 0","","Bush","-- / 1","","","-- / 1",""
"2019/06/07 4:21:44 pm EET","student2","0.00 / 2","student2-2019-03-29-question-108.html","-- / 0","","_DUK76_ _MO_","-- / 0","","NA","-- / 1","","the name of a US President","-- / 1",""
"2019/06/07 4:22:54 pm EET","student2","0.00 / 2","student2-2019-03-29-question-177.html","-- / 0","","_MI71_","-- / 0","","NA","-- / 1","","the name of an American city","-- / 1",""
"2019/06/07 4:24:45 pm EET","student2","0.00 / 2","student2-2019-03-29-question-095.html","-- / 0","","_MEE25_","-- / 0","","NA","-- / 1","","a Taiwanese businessman in Dongguan","-- / 1",""
"2019/06/07 4:26:17 pm EET","student2","0.00 / 2","student2-2019-03-29-question-073.html","-- / 0","","_MOOF71_","-- / 0","","Zimbabwe","-- / 1","","","-- / 1",""
"2019/06/07 4:27:52 pm EET","student2","0.00 / 2","student2-2019-03-29-question-377.html","-- / 0","","_MU74_ _CHUK15_","-- / 0","","Hong Kong","-- / 1","","","-- / 1",""
"2019/06/07 4:30:30 pm EET","student2","0.00 / 2","student2-2019-03-29-question-082.html","-- / 0","","_REE_ _RAX87_","-- / 0","","Slobodan Milosevic","-- / 1","","","-- / 1",""
"2019/06/07 4:34:05 pm EET","student2","0.00 / 2","student2-2019-03-29-question-295.html","-- / 0","","_HYT_","-- / 0","","NA","-- / 1","","name of a TV show featuring a kid with a disability","-- / 1",""
"2019/06/07 4:35:16 pm EET","student2","0.00 / 2","student2-2019-03-29-question-295.html","-- / 0","","_PHEA_","-- / 0","","NA","-- / 1","","a TV channel, probably for kids","-- / 1",""
"2019/06/07 4:39:26 pm EET","student2","0.00 / 2","student2-2019-03-29-question-233.html","-- / 0","","_LEA43_","-- / 0","","NA","-- / 1","","a Chinese city","-- / 1",""
"2019/06/07 4:40:43 pm EET","student2","0.00 / 2","student2-2019-03-29-question-370.html","-- / 0","","_THEEX96_ _QUO_","-- / 0","","NA","-- / 1","","the head of official Palestinian state television","-- / 1",""
"2019/06/07 4:42:32 pm EET","student2","0.00 / 2","student2-2019-03-29-question-283.html","-- / 0","","_WIES10_","-- / 0","","Yemen","-- / 1","","","-- / 1",""
"2019/06/07 4:43:48 pm EET","student2","0.00 / 2","student2-2019-03-29-question-128.html","-- / 0","","_LOO46_","-- / 0","","NA","-- / 1","","name of a London metro station where a terrorist attack happened","-- / 1",""
"2019/06/07 4:44:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-240.html","-- / 0","","_CHO18_ _QUU_","-- / 0","","NA","-- / 1","","perhaps the name of a journalist or a magazine","-- / 1",""
"2019/06/07 4:47:51 pm EET","student2","0.00 / 2","student2-2019-03-29-question-244.html","-- / 0","","_DE_ _PHIEF_","-- / 0","","NA","-- / 1","","name of a place where a terrorist attack happened","-- / 1",""
"2019/06/07 4:49:33 pm EET","student2","0.00 / 2","student2-2019-03-29-question-096.html","-- / 0","","_DE_","-- / 0","","China","-- / 1","","","-- / 1",""
"2019/06/07 4:50:44 pm EET","student2","0.00 / 2","student2-2019-03-29-question-298.html","-- / 0","","_WOK_","-- / 0","","NA","-- / 1","","an American politician","-- / 1",""
"2019/06/07 4:51:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-093.html","-- / 0","","_CHEAL_ _MO43_","-- / 0","","Bill Clinton","-- / 1","","","-- / 1",""
"2019/06/07 4:52:55 pm EET","student2","0.00 / 2","student2-2019-03-29-question-237.html","-- / 0","","_SHEAK15_ _TRA_","-- / 0","","NA","-- / 1","","a part of China","-- / 1",""
"2019/06/07 4:55:46 pm EET","student2","0.00 / 2","student2-2019-03-29-question-338.html","-- / 0","","_KU_","-- / 0","","NA","-- / 1","","Africa or America, I have arguments for both","-- / 1",""
"2019/06/07 4:56:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-034.html","-- / 0","","_PHEED_","-- / 0","","NA","-- / 1","","a Chinese city","-- / 1",""
"2019/06/07 4:58:23 pm EET","student2","0.00 / 2","student2-2019-03-29-question-227.html","-- / 0","","_ZE77_ _KA_ _PI8_ _HU54_","-- / 0","","NA","-- / 1","","road, river, or traffic junction","-- / 1",""
"2019/06/07 4:58:49 pm EET","student2","0.00 / 2","student2-2019-03-29-question-327.html","-- / 0","","_SHOO_","-- / 0","","Russia","-- / 1","","","-- / 1",""
"2019/06/07 5:00:23 pm EET","student2","0.00 / 2","student2-2019-03-29-question-011.html","-- / 0","","_QUUL_","-- / 0","","Shane Sellers","-- / 1","","","-- / 1",""
"2019/06/09 12:28:14 pm EET","student1","0.00 / 2","student1-2019-03-14-question-250.html","-- / 0","","_CHO18_ _QUU_","-- / 0","","NA","-- / 1","","NA","-- / 1",""
"2019/06/09 12:30:16 pm EET","student1","0.00 / 2","student1-2019-03-14-question-229.html","-- / 0","","_LEA43_ _JOO38_","-- / 0","","NA","-- / 1","","Location","-- / 1",""
"2019/06/09 12:35:15 pm EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_FY73_","-- / 0","","NA","-- / 1","","Republican Presidential Candidate","-- / 1",""
"2019/06/09 12:36:47 pm EET","student1","0.00 / 2","student1-2019-03-14-question-005.html","-- / 0","","_HO_ _SEEP_","-- / 0","","Hong Kong","-- / 1","","","-- / 1",""
"2019/06/09 12:38:53 pm EET","student1","0.00 / 2","student1-2019-03-14-question-065.html","-- / 0","","_GU_","-- / 0","","NA","-- / 1","","a financial company","-- / 1",""
"2019/06/10 4:38:29 pm EET","student1","1.00 / 2","student1-2019-03-14-question-093.html","-- / 0","","_CHEAL_ _MO43_","-- / 0","","NA","-- / 1","","US President","1.00 / 1",""
"2019/06/10 4:40:26 pm EET","student1","1.00 / 2","student1-2019-03-14-question-096.html","-- / 0","","_DE_","-- / 0","","NA","-- / 1","","location","1.00 / 1",""
"2019/06/10 4:42:03 pm EET","student1","1.00 / 2","student1-2019-03-14-question-095.html","-- / 0","","_MEE25_","-- / 0","","NA","-- / 1","","chairman of a business","1.00 / 1",""
"2019/06/10 4:57:43 pm EET","student1","1.00 / 2","student1-2019-03-14-question-254.html","-- / 0","","_TOOP55_","-- / 0","","NA","-- / 1","","Former president","1.00 / 1",""
"2019/06/11 7:48:17 am EET","student1","0.00 / 2","student1-2019-03-14-question-042.html","-- / 0","","_THUD67_","-- / 0","","NA","-- / 1","","a country","-- / 1",""
"2019/06/11 7:51:31 am EET","student1","0.00 / 2","student1-2019-03-14-question-077.html","-- / 0","","_LING68_ _JO_","-- / 0","","NA","-- / 1","","political candidate","-- / 1",""
"2019/06/11 7:54:04 am EET","student1","0.00 / 2","student1-2019-03-14-question-136.html","-- / 0","","_JEA99_","-- / 0","","NA","-- / 1","","car company stocks","-- / 1",""
"2019/06/11 7:56:37 am EET","student1","0.00 / 2","student1-2019-03-14-question-017.html","-- / 0","","_PEE85_","-- / 0","","NA","-- / 1","","infamous admired female celebrity","-- / 1",""
"2019/06/11 7:58:14 am EET","student1","0.00 / 2","student1-2019-03-14-question-144.html","-- / 0","","_BEA_","-- / 0","","NA","-- / 1","","A regional aircraft carrier","-- / 1",""
"2019/06/11 9:08:29 am EET","student3","0.00 / 2","student3-2019-03-29-question-107.html","-- / 0","","_SE_","-- / 0","","Irak","-- / 1","","place, country","-- / 1",""
"2019/06/11 9:11:52 am EET","student3","0.00 / 2","student3-2019-03-29-question-170.html","-- / 0","","_WOG_","-- / 0","","No idea, the sentences work withouth this word","-- / 1","","attribute, adjective, modal for time or place","-- / 1",""
"2019/06/11 9:13:34 am EET","student3","0.00 / 2","student3-2019-03-29-question-025.html","-- / 0","","_TREA_","-- / 0","","A company name","-- / 1","","Described in the text as ""a collection of companies""","-- / 1",""
"2019/06/11 9:16:29 am EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_CHEAL_ _RA_","-- / 0","","A political figure","-- / 1","","person","-- / 1",""
"2019/06/11 9:18:24 am EET","student3","0.00 / 2","student3-2019-03-29-question-051.html","-- / 0","","_THEA_","-- / 0","","An asian country","-- / 1","","country","-- / 1",""
"2019/06/11 9:21:33 am EET","student3","0.00 / 2","student3-2019-03-29-question-084.html","-- / 0","","_NO_","-- / 0","","Israel","-- / 1","","country/place","-- / 1",""
"2019/06/11 9:24:23 am EET","student3","0.00 / 2","student3-2019-03-29-question-234.html","-- / 0","","_RY_","-- / 0","","State of the USA","-- / 1","","state, location/governmental entity","-- / 1",""
"2019/06/11 9:27:48 am EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_CHEAL_ _SE63_","-- / 0","","NA","-- / 1","","Either a political party or a political person","-- / 1",""
"2019/06/11 9:30:40 am EET","student3","0.00 / 2","student3-2019-03-29-question-062.html","-- / 0","","_ZEAM43_ _PHEAF65_","-- / 0","","social aid organisation (red crescent, red cross)","-- / 1","","organisation","-- / 1",""
"2019/06/11 9:32:17 am EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_TEES_","-- / 0","","political party","-- / 1","","group, party","-- / 1",""
"2019/06/11 9:33:44 am EET","student3","0.00 / 2","student3-2019-03-29-question-177.html","-- / 0","","_CHUNG29_","-- / 0","","NA","-- / 1","","a person or institution","-- / 1",""
"2019/06/11 9:34:53 am EET","student3","0.00 / 2","student3-2019-03-29-question-084.html","-- / 0","","_FIF_","-- / 0","","NA","-- / 1","","either a location or a date (year or month)","-- / 1",""
"2019/06/11 9:36:16 am EET","student3","0.00 / 2","student3-2019-03-29-question-028.html","-- / 0","","_LOOS_","-- / 0","","monday","-- / 1","","day of the week","-- / 1",""
"2019/06/11 9:38:59 am EET","student3","0.00 / 2","student3-2019-03-29-question-103.html","-- / 0","","_BIEL40_","-- / 0","","NA","-- / 1","","A location, event or person","-- / 1",""
"2019/06/11 9:39:41 am EET","student3","0.00 / 2","student3-2019-03-29-question-118.html","-- / 0","","_GE_ _CEE78_","-- / 0","","Name of a journalist","-- / 1","","Person","-- / 1",""
"2019/06/11 9:40:46 am EET","student3","0.00 / 2","student3-2019-03-29-question-017.html","-- / 0","","_SI97_","-- / 0","","car maker brand","-- / 1","","a company","-- / 1",""
"2019/06/14 5:50:50 pm EET","student3","0.00 / 2","student3-2019-03-29-question-104.html","-- / 0","","_GE86_","-- / 0","","god","-- / 1","","person, entity","-- / 1",""
"2019/06/14 5:52:02 pm EET","student3","0.00 / 2","student3-2019-03-29-question-013.html","-- / 0","","_DU_ _LEES40_","-- / 0","","NA","-- / 1","","american city","-- / 1",""
"2019/06/14 5:52:42 pm EET","student3","0.00 / 2","student3-2019-03-29-question-067.html","-- / 0","","_GE86_","-- / 0","","god","-- / 1","","god, bible text","-- / 1",""
"2019/06/14 5:53:53 pm EET","student3","0.00 / 2","student3-2019-03-29-question-167.html","-- / 0","","_KOOG_ _SHEA62_","-- / 0","","NA","-- / 1","","US city","-- / 1",""
"2019/06/14 5:54:59 pm EET","student3","0.00 / 2","student3-2019-03-29-question-084.html","-- / 0","","_GI72_","-- / 0","","NA","-- / 1","","event or date","-- / 1",""
"2019/06/14 5:55:45 pm EET","student3","0.00 / 2","student3-2019-03-29-question-025.html","-- / 0","","_CHE_","-- / 0","","NA","-- / 1","","airline","-- / 1",""
"2019/06/14 5:56:30 pm EET","student3","0.00 / 2","student3-2019-03-29-question-051.html","-- / 0","","_NY_ _WOON96_","-- / 0","","NA","-- / 1","","chinese city","-- / 1",""
"2019/06/14 5:57:57 pm EET","student3","0.00 / 2","student3-2019-03-29-question-239.html","-- / 0","","_NEA_","-- / 0","","Israel","-- / 1","","country ","-- / 1",""
"2019/06/14 5:59:46 pm EET","student3","0.00 / 2","student3-2019-03-29-question-180.html","-- / 0","","_KOOG_ _XEL_","-- / 0","","NA","-- / 1","","greek political party","-- / 1",""
"2019/06/14 6:01:57 pm EET","student3","0.00 / 2","student3-2019-03-29-question-011.html","-- / 0","","_ZE83_ _DAS45_","-- / 0","","NA","-- / 1","","US president","-- / 1",""
"2019/06/15 3:08:00 pm EET","student2","0.00 / 2","student2-2019-03-29-question-263.html","-- / 0","","_DIE_ _TRIE_","-- / 0","","North Korea","-- / 1","","","-- / 1",""
"2019/06/15 3:11:14 pm EET","student2","0.00 / 2","student2-2019-03-29-question-077.html","-- / 0","","_NIE_ _ME_","-- / 0","","Al Gore","-- / 1","","","-- / 1",""
"2019/06/15 3:13:35 pm EET","student2","0.00 / 2","student2-2019-03-29-question-283.html","-- / 0","","_SHY67_","-- / 0","","NA","-- / 1","","an American intelligence agency or department","-- / 1",""
"2019/06/15 3:14:51 pm EET","student2","0.00 / 2","student2-2019-03-29-question-221.html","-- / 0","","_PHEAM_ _KE_","-- / 0","","NA","-- / 1","","city government, where PHEAM is the name of the city","-- / 1",""
"2019/06/15 3:15:26 pm EET","student2","0.00 / 2","student2-2019-03-29-question-009.html","-- / 0","","_CEE_ _SE_","-- / 0","","NA","-- / 1","","TV show / news show","-- / 1",""
"2019/06/15 3:18:13 pm EET","student2","0.00 / 2","student2-2019-03-29-question-277.html","-- / 0","","_HY_","-- / 0","","NA","-- / 1","","leader of Palestine","-- / 1",""
"2019/06/15 3:19:28 pm EET","student2","0.00 / 2","student2-2019-03-29-question-278.html","-- / 0","","_NEA_","-- / 0","","Israel","-- / 1","","","-- / 1",""
"2019/06/15 3:20:41 pm EET","student2","0.00 / 2","student2-2019-03-29-question-077.html","-- / 0","","_DIM68_","-- / 0","","Washington, D.C.","-- / 1","","","-- / 1",""
"2019/06/15 3:23:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-332.html","-- / 0","","_HE_","-- / 0","","Texas","-- / 1","","","-- / 1",""
"2019/06/15 3:29:37 pm EET","student2","0.00 / 2","student2-2019-03-29-question-346.html","-- / 0","","_CHE65_","-- / 0","","Serbia","-- / 1","","","-- / 1",""
"2019/06/15 3:32:49 pm EET","student2","0.00 / 2","student2-2019-03-29-question-258.html","-- / 0","","_CHOT24_ _TRIE_","-- / 0","","South Korea","-- / 1","","","-- / 1",""
"2019/06/15 3:34:03 pm EET","student2","0.00 / 2","student2-2019-03-29-question-221.html","-- / 0","","_DIES_ _TEAP75_ _ZEAK59_ _JOO38_","-- / 0","","NA","-- / 1","","a road, square, or traffic junction","-- / 1",""
"2019/06/15 3:35:13 pm EET","student2","0.00 / 2","student2-2019-03-29-question-177.html","-- / 0","","_PHOO_","-- / 0","","NA","-- / 1","","an American city","-- / 1",""
"2019/06/15 3:39:26 pm EET","student2","0.00 / 2","student2-2019-03-29-question-244.html","-- / 0","","_ZEC85_","-- / 0","","NA","-- / 1","","a former U.S. President","-- / 1",""
"2019/06/15 3:40:30 pm EET","student2","0.00 / 2","student2-2019-03-29-question-244.html","-- / 0","","_DIE_ _LE55_","-- / 0","","NA","-- / 1","","former U.S. national security advisor","-- / 1",""
"2019/06/15 3:42:00 pm EET","student2","0.00 / 2","student2-2019-03-29-question-227.html","-- / 0","","_XEE_","-- / 0","","NA","-- / 1","","a Chinese city","-- / 1",""
"2019/06/15 3:43:57 pm EET","student2","0.00 / 2","student2-2019-03-29-question-244.html","-- / 0","","_PHIEN_","-- / 0","","FBI","-- / 1","","","-- / 1",""
"2019/06/15 3:47:50 pm EET","student2","0.00 / 2","student2-2019-03-29-question-001.html","-- / 0","","_PHY_ _THING_","-- / 0","","Hong Kong","-- / 1","","","-- / 1",""
"2019/06/15 3:55:24 pm EET","student2","0.00 / 2","student2-2019-03-29-question-278.html","-- / 0","","_LECH86_","-- / 0","","NA","-- / 1","","city or region in Israel, perhaps Jerusalem","-- / 1",""
"2019/06/15 3:56:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-128.html","-- / 0","","_DO_ _XANG0_","-- / 0","","NA","-- / 1","","a reporter or TV show","-- / 1",""
"2019/06/15 3:58:11 pm EET","student2","0.00 / 2","student2-2019-03-29-question-221.html","-- / 0","","_PHEAM_","-- / 0","","NA","-- / 1","","a Chinese city","-- / 1",""
"2019/06/15 3:59:44 pm EET","student2","0.00 / 2","student2-2019-03-29-question-190.html","-- / 0","","_KOOG_ _XEL_","-- / 0","","NA","-- / 1","","Greek political party","-- / 1",""
"2019/06/15 4:00:47 pm EET","student2","0.00 / 2","student2-2019-03-29-question-244.html","-- / 0","","_CHAD_ _ZEC85_","-- / 0","","NA","-- / 1","","from U.S. President","-- / 1",""
"2019/06/15 4:15:01 pm EET","student2","0.00 / 2","student2-2019-03-29-question-190.html","-- / 0","","_MOO_","-- / 0","","Greece","-- / 1","","","-- / 1",""
"2019/06/15 4:16:29 pm EET","student2","0.00 / 2","student2-2019-03-29-question-092.html","-- / 0","","_KOO3_","-- / 0","","NA","-- / 1","","name of American or Middle Eastern city","-- / 1",""
"2019/06/15 4:17:52 pm EET","student2","0.00 / 2","student2-2019-03-29-question-097.html","-- / 0","","_WOO_","-- / 0","","NA","-- / 1","","a Chinese city, possibly Dongguan","-- / 1",""
"2019/06/15 4:18:50 pm EET","student2","0.00 / 2","student2-2019-03-29-question-332.html","-- / 0","","_ZA_","-- / 0","","Florida","-- / 1","","","-- / 1",""
"2019/06/15 4:20:47 pm EET","student2","0.00 / 2","student2-2019-03-29-question-096.html","-- / 0","","_CEEN33_","-- / 0","","Taiwan","-- / 1","","","-- / 1",""
"2019/06/15 4:22:07 pm EET","student2","0.00 / 2","student2-2019-03-29-question-338.html","-- / 0","","_CHI91_","-- / 0","","NA","-- / 1","","Senegalese rap group","-- / 1",""
"2019/06/15 4:25:10 pm EET","student2","0.00 / 2","student2-2019-03-29-question-021.html","-- / 0","","_CO0_ _JI77_","-- / 0","","NA","-- / 1","","a television program ?","-- / 1",""
"2019/06/15 4:26:14 pm EET","student2","0.00 / 2","student2-2019-03-29-question-338.html","-- / 0","","_TREA33_ _CIE_ _GOO_","-- / 0","","NA","-- / 1","","Senegalese hip-hop group","-- / 1",""
"2019/06/15 4:27:38 pm EET","student2","0.00 / 2","student2-2019-03-29-question-078.html","-- / 0","","_DAS45_","-- / 0","","Bush","-- / 1","","","-- / 1",""
"2019/06/15 4:29:32 pm EET","student2","0.00 / 2","student2-2019-03-29-question-320.html","-- / 0","","_LOO24_","-- / 0","","NA","-- / 1","","environment writer for an organization","-- / 1",""
"2019/06/15 4:36:31 pm EET","student2","0.00 / 2","student2-2019-03-29-question-049.html","-- / 0","","_DA_","-- / 0","","NA","-- / 1","","a region or city in Palestine","-- / 1",""
"2019/06/15 4:44:42 pm EET","student2","0.00 / 2","student2-2019-03-29-question-082.html","-- / 0","","_KE85_","-- / 0","","Serbia","-- / 1","","","-- / 1",""
"2019/06/15 4:46:37 pm EET","student2","0.00 / 2","student2-2019-03-29-question-364.html","-- / 0","","_BUR18_","-- / 0","","NA","-- / 1","","a U.S. State","-- / 1",""
"2019/06/15 4:49:13 pm EET","student2","0.00 / 2","student2-2019-03-29-question-240.html","-- / 0","","_ZE16_ _HEA_","-- / 0","","NA","-- / 1","","a controversial female journalist","-- / 1",""
"2019/06/15 4:52:58 pm EET","student2","0.00 / 2","student2-2019-03-29-question-118.html","-- / 0","","_HEE38_","-- / 0","","NA","-- / 1","","Taiwanese historian","-- / 1",""
"2019/06/15 4:58:22 pm EET","student2","0.00 / 2","student2-2019-03-29-question-030.html","-- / 0","","_FEEF_","-- / 0","","NA","-- / 1","","mother of a victim of a crime","-- / 1",""
"2019/06/15 5:00:09 pm EET","student2","0.00 / 2","student2-2019-03-29-question-097.html","-- / 0","","_PACH_","-- / 0","","NA","-- / 1","","an advocate of Taiwanese schools in China","-- / 1",""
"2019/06/15 5:01:55 pm EET","student2","0.00 / 2","student2-2019-03-29-question-108.html","-- / 0","","_PHE_","-- / 0","","NA","-- / 1","","a developing country","-- / 1",""
"2019/06/15 5:09:24 pm EET","student2","0.00 / 2","student2-2019-03-29-question-190.html","-- / 0","","_JE_ _JY56_","-- / 0","","NA","-- / 1","","former Prime Minister of Greece","-- / 1",""
"2019/06/15 5:11:07 pm EET","student2","0.00 / 2","student2-2019-03-29-question-307.html","-- / 0","","_MY_","-- / 0","","Bonnaroo","-- / 1","","","-- / 1",""
"2019/06/15 5:12:27 pm EET","student2","0.00 / 2","student2-2019-03-29-question-377.html","-- / 0","","_SHE3_","-- / 0","","Taiwan","-- / 1","","","-- / 1",""
